num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,review,timestamp_created,recommended,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
334,50,3216,0,3216,2021-03-22 10:31:46,i used to think that this was the pinnacle of the series but i don 't think so anymore my main problem with this game is that i 've spent 50 something hours with it and it picked up pace only towards the latter sequences there is just so much of upgrading that it takes me away from being an assassin and makes me be a pirate it 's a great pirate game albeit a little repetitive game the world is massive and full of usual filler stuff but if you take away the assassins and just go out there to explore conquer outposts and gather treasures it makes you feel like a real pirate but at the same time it 's a below average assassin game that doesn 't know whether it wants to be a linear stealth game or an open world jungle and sea combat game for most of it 's duration don 't get me wrong it 's still among the best ac games but the title of assassin 's creed isn 't really deserved i 'd probably enjoy it way more if was a separate game from ac series they should have taken the ac references out completely and named it just black flag this game suffers from a massive identity crisis and frankly it 's the first one in the series to have this problem which was later manifested in entries like origins odyssey and the incredibly dogshit valhalla which are trying to replicate the success of witcher 3 without having any sort of understanding why witcher 3 is so universally beloved first few sequences were fine i don 't remember at which point in story it happened for me but about halfway through i just couldn 't be fucking bothered anymore and decided to finish this as fast as possible to get most out of the story and you know you 've failed at making a game when your players don 't want to explore the side content and use the fast travel thing to finish the game asap only to be dissappointed even by that after that i spent a good few hours just fooling around the world just because of how fun it was when there were no assassins in sight ah yes the story where do i even begin with that all characters were greatly written and then halfway through the game [spoiler] everyone fucking dies except for edward anne adéwalé and the assassin leader [/spoiler]. i couldn 't even create any sort of connection to the templars be it positive or negative because they get like 25 minutes of screen time in 50 hours and it 's a shame because even in the more boring later half of the game there is character developement there are interesting things happening but by that time i was so done with the story that i wished i could just tick a box and play the rest in linear story mode the story is good but terrible at the same time because again this game suffers from a massive identity crisis where it doesn 't know if it wants to be a pirate game or an ac game as for the pirate parts the gameplay has bright moments when it 's on foot but on sea it 's fucking boring even when fast traveling the ship combat gets repetitive after a while boarding ships becomes a chore managing your fleet is really annoying and on top of it all the most enjoyment i 've got out of this game was when i wasn ´t even fucking playing i when i was in the abstergo sequences outside of animus exploring the offices this is the one game in the entire series that nailed these sections down flawlessly they aren 't too long they have some great exploration in them and they don 't exhaust you (besides the horrendous fov but it 's bearable the point where i 've actually started enjoying this game was when i 've finished the story and was free to explore the world and do whatever i liked that was when i was fully allowed to be a pirate without the game trying to push linear gameplay down my throat i recommend this game to people who want a pirate game and can 't wait for skulls bones as for ac fans just finish the story asap and then never play this again,2018-08-01 22:12:36,True,0,0,0.0,0,True,False,False
2335,213,3525,0,3525,2014-01-13 07:34:14,a good game,2016-05-16 11:11:19,True,0,0,0.0,0,False,False,False
211,14,3587,0,2507,2019-07-24 05:02:57,arrrr lets plunder,2017-11-25 03:48:46,True,0,1,0.0,0,True,False,False
0,9,2862,0,2400,2021-04-25 10:50:50,nothing better like exploring carribean seas in my opinion this one is the best in the series but i must say it was close battle between this and odyssey i hope in the future it will be more like those two happy days,2021-04-22 19:27:48,True,0,0,0.0,0,True,False,False
0,4,1047,0,914,2020-01-17 22:58:24,good fun,2020-01-03 09:01:28,True,1,0,0.52173912525177,0,True,False,False
69,11,657,0,491,2023-07-15 18:20:58,the legend of assassins creed,2023-06-14 23:50:21,True,0,0,0.0,0,True,False,False
31,3,6164,0,4935,2021-07-22 12:51:50,its a good game and cool if u will use hes a pirate song or welerman song,2021-06-13 10:22:10,True,0,0,0.0,0,True,False,False
49,19,4131,0,637,2021-10-02 10:46:39,g00d,2020-10-06 06:20:40,True,0,0,0.0,0,False,False,False
0,37,2188,0,292,2022-08-19 16:05:46,pirates tbh,2022-08-16 16:14:16,True,0,0,0.0,0,True,False,False
0,4,3652,0,2672,2016-07-26 00:23:35,"well after playing alot of the singleplayer and multiplayer i think i can do an accurate overview of the game pros /cons in singleplayer {+/-} +better graphics +fun and interesting story /plot which will guarantee alot of hours spent towards singleplayer +nice combat system +you can use many different ""tools""(secondary weapons such as smoke bombs blow darts and having 4 guns at the same time +as this is a ""piratey"" assassin 's creed game there is obviously alot of emphasis on sailing /privateering and its also alot of fun to just destroy different ships and then choose what to do with them (e.g. send to ""kenway's fleet or lower your wanted level +so many different locations you can travel to and explore +aside from the main missions there are also a ton of side quests treasure chests assassin contracts and more which will keep you occupied and playing this game -as you can tell from many other reviews poor optimization for pc (even if you have a decent graphics card /cpu there will still be frame drops and low fps -some missions /memories are just annoying usually because you do one small mistake and you have to restart the whole memory (this is just my view and the amount of these memories is very little -kenway's fleet takes a long time and is also annoying 8 .5/10 for most people 9 /10 for me because i just love this game pros /cons in multiplayer {+/-} +very fun to play +there are many different game modes (such as manhunt wanted artifact assasult etc +wolfpack is also nice (although playing against other people is much more fun than playing co -op against some ai +new feature game lab lets you customize gamemodes and create your own ""modes"" that you can save and play with friends (for example never ending manhunt games that take soooo long or super hard assassinate matches where you gain less points for doing things once you locked a target the target is locked forever or until you kill him /her) +you can customize all the characters and your profile and there are many ways to do so +nice leveling system that always has motivation to not only play for fun but also to level up and unlock a lot of stuff -wierd bugs /glitches were you sometimes just randomly go into limited mode -uplay... -there was a huge bug in the quick match matchmaking where you could never join games and had to make custom games by inviting and having a ton of people as friends (which was a pain in the a but i think they fixed the bug the day i made this review 7 /10 overall i would definitly reccomend buying and playing this game as it is a ton of fun (assuming you dont mind the cons and gltichy multiplayer especially if it is on sale for like $10 /$20 as full price might not be as worth the money 8 /10 for the game as a whole p .s. also keep in mind that this is my second ac game and the only other ac game i played was brotherhood so obvously my review can be a bit biased as i could only compare to that game which was released 3 years ago",2015-01-01 04:25:48,True,1,0,0.5022624731063842,0,True,False,False
228,165,1563,0,1563,2015-07-02 16:37:09,story was great with fascinating characters and great /funny dialogue exploring islands was fun and the boat combat is amazing,2023-06-16 22:07:37,True,0,0,0.0,0,True,False,False
0,3,1400,0,974,2023-02-12 21:04:08,i loved how far you could go and i love how the anamations look :3,2020-01-23 00:52:47,True,0,0,0.0,0,True,False,False
665,400,66,0,66,2022-12-13 06:30:47,[h1]ubisoft ignoring steam achievements trading cards points shop items [/h1],2022-12-15 16:53:11,False,11,6,0.5045216679573059,1,True,False,False
73,10,4827,0,2252,2022-07-18 01:26:09,easily my favorite assassin 's creed game edward is a likeable protagonist and the story told in the game is quite a blast,2021-01-12 01:04:22,True,0,0,0.0,0,False,False,False
1244,95,4096,0,3221,2017-06-22 17:43:21,"some fondly remembered game designs have aged poorly but if i didn ’t know that the legend of zelda the wind waker came out 10 years ago on gamecube it would be easy to believe that this hd re -release was a brand -new pc game that ’s how well this classic action adventure game holds up its admirable longevity stems from excellent combat charming characters fun side -quests, inventive dungeons one of the series best stories and a cel -shaded art style that while divisive still looks great for the re -release, nintendo made very smart decisions about what to update and what to leave alone",2016-07-10 06:43:17,True,1,3,0.5220588445663452,0,True,False,False
49,3,6638,55,2531,2023-08-26 02:48:36,this has been the best game still till this day for me,2020-11-27 13:12:37,True,0,0,0.0,0,True,False,False
0,100,11153,0,6565,2022-04-14 21:11:20,                                                                                                                                                                                            перевод очень многосторонни развитая игра в которой можно делать очень многое например владеть собственным кораблем делать рейды на британские и испанские конвои забирать у них добычу метал сахар древесину ткани и улучшать либо свой карабыль либо флот в игре можно исследовать открытый мир который полн загадок и тайн племен мая собирать камни с помощью которых можно открывать новые костюмы есть собственное убежище которое можно улучшать у героя появились новые собственные улучшения оружия и прочей амуниции герой может иметь до четырех мушкетов и две сабли также имеется трубка с ядом и снотворным она открывается после прохождения сюжетных миссий сюжет игры классный но как по мне слишком затянут музыка подходит к каждому фрагменту локаций иногда очень даже в тему в остальном игра осталась прежней множество контрактов на убийство своя культура в данном случае пиратов и сборы сундуков понравилось несколько миссий на броню тамплиера красиво проработанные рона и девушка из племени таино,2021-08-01 18:43:32,True,0,0,0.0,0,True,False,False
0,86,2936,0,2936,2016-11-23 18:20:06,flat out the best pirate game available,2021-07-27 19:07:06,True,0,0,0.0,0,True,False,False
115,29,2133,0,1645,2021-06-02 02:18:48,pirate cannon,2020-06-30 11:23:43,True,0,0,0.0,0,True,False,False
0,7,2562,0,2562,2020-11-07 18:23:43,good game,2020-11-08 20:54:00,True,1,1,0.0,0,True,False,False
0,39,728,0,728,2016-02-12 12:18:53,why do you even uplay,2016-02-07 07:00:36,False,3,0,0.5281863212585449,1,True,False,False
0,3,3303,0,3271,2023-06-24 16:27:34,leave her johnny,2023-06-22 23:26:26,True,0,0,0.0,0,True,False,False
0,17,1341,3,273,2023-09-02 04:21:36,my favorite assassin 's creed after unity the controls are the most intuitive great story beautiful scenery great seafaring and swashbuckling love the pirates angle,2020-08-31 01:06:50,True,0,0,0.0,0,True,False,False
0,15,1890,0,1719,2016-06-26 21:43:25,alrighty mateys so first things first this game is actually very very good the sea combat and gameplay is so fleshed out it feels like a game on its own and the normal assassins creed part is well done with a few additions compared to other releases theres also some gameplay outside of the animus but that 's focused entirely on story and collectables this game is insanely fun and has lots of content and things to do the only problem with it is that its buggy there are a couple notable glitches and bugs (most of which are funny and entertaining rather than game breaking but the main issue is trying to get the game to work there are dozens of ways to get the game to work and not all of them do but the best way is to manually download uplay from the ubisoft website then play the game from that hope that helps to sum it up pros fantastic gameplay glorious visuals truly captures that feeling of being a pirate just plain fun holds true to assassins creed while adding a new navy element most of the bugs are funny you are a pirate first assassin second morality is optional cons dear god the bugs it took me a solid two hours of troubleshooting to get the game functioning screen sometimes freezes upon entering a restricted zone (there is a fix for it story is paced to be played with maybe an hour between certain missions while others are meant to be played back to back ham fisted plug into the assassins creed universe,2016-03-29 03:07:26,True,0,0,0.0,0,True,False,False
171,8,252,0,252,2018-07-06 21:42:51,"i guess this game is one of the examples of what happens when you trust product reviews either that or my expectations were too high i played ac back in mid /late 2000 's and it was subpar then i guess i expected too much now the storyline was okay but it seemed like every time i tried to do anything i would be purusued across the entire town so i guess my review is if you 're into the ac series then this is your game i wouldn 't call it a ""pirate"" game though tried to get a refund but i guess two hours is ""excessive playtime four hours to me is barely enough to get a taste but that 's my opinion",2018-07-08 21:07:37,False,2,0,0.451621264219284,0,True,False,False
0,4,5876,0,4376,2023-01-22 16:49:31,"this is a brilliant game that ubisoft is now attempting to quietly end server support for the game refuses to connect to a server probably because the server no longer exists here 's the headline the game requires server support to literally progress the singleplayer campaign ubisoft are closing threads in their support forums that highlight this issue and pushing them into a megathread where they continually say ""we're investigating but its probably on your end since august do not buy repeat do not buy until the reviews say the issue is fixed",2022-12-14 15:05:51,False,7,0,0.5594965815544128,0,True,False,False
0,5,10924,0,7083,2023-04-28 19:53:11,good,2021-02-12 22:23:33,True,0,0,0.0,0,True,False,False
0,9,2484,0,217,2023-05-28 04:30:37,fun,2022-12-11 01:03:03,True,0,0,0.0,0,True,False,False
235,31,3080,0,3080,2022-11-07 00:35:10,every single mission is a tail mission other than that cool pirate game,2023-09-01 05:46:09,True,0,0,0.0,0,True,False,False
8,4,9355,21,741,2023-09-02 06:50:11,brings backs so many memories to when i played assasins creed 3,2023-03-03 18:02:49,True,0,0,0.0,0,True,False,False
0,2,11782,0,11609,2014-10-07 22:55:37,highly addictive and very fun great game,2015-07-28 22:57:02,True,0,0,0.0,0,True,False,False
0,14,333,0,293,2022-08-10 13:57:46,base game is good the only problem is dlc is not working even when i activate it,2022-08-10 12:08:59,True,0,0,0.0,0,False,False,False
235,14,2453,0,2392,2014-01-22 06:30:21,first 15 hours of this game is new adventures and features that assassin 's creed three did not get right the upgrading of your ship and weapons as well as adding more guns and bombs to your arsenal keeps you in the game my main problems with this game is that it does not challenge me by hour 25 i was the god of all combat and entire armies can be killed off by the main characters combination of guns bombs and blades if you have played other assassin creed games you already know what to expect with the added bonus of the naval battles which early in the game are challenging and fun by late game you have so much armor and cannons you can defeat several large ships at once also sea shanties are fantastic love the game but by the time i was near the end i was sick of it and did not feel challenged some people like that but i do not,2015-09-28 23:53:51,True,1,0,0.5006935000419616,0,False,False,False
0,62,3271,0,3211,2018-05-19 18:56:22,القصة اعطيها 10 /5 سيئة بنظري قصة كونور ac3 أفضل منها بكثير حتى الشخصيات لاتدخلك جو الا ان الابحار بسفينتك الخاصة ونهب سفن الانجليز والاسبان وتطوير وسفينتك واستكشاف الجزر وتدمير حصون البحرية وصيد الاسماك والقروش والحيتان جعلت منها تجربة لاتنسى حقيقة تجربة مختلفة عن أي لعبة أساسنز لعبتها حتى الان تشعر كأنك قرصان حقيقي حر ههه هي اقل لعبة اساسنز استخدمت فيها التنقل السريع لان الابحار في البحر مع غناء الطاقم يدخلك جو اخر,2018-05-22 23:17:24,True,6,2,0.3776208460330963,0,True,False,False
0,32,4002,0,924,2023-05-12 00:25:34,joni depp,2022-06-24 11:04:57,True,1,0,0.0,0,True,False,False
0,2,5715,0,5715,2018-01-16 08:23:27,เพล ินดี เล ่นจบแล้วแต่ยังมีเควสย่อยให้ทำอีกเยอะ แต ่สู้กับเรือในตำนานทั้ง4มุมแผนที่ยังไม่ได้ tt tt,2018-11-22 14:41:07,True,0,0,0.0,0,True,False,False
0,1,860,0,408,2021-05-30 17:04:45,well this game is amazing for both new players and old alike it teaches new players the mechanics of the game quite quickly and well the story line is nothing but good some scenes are quite challenging but again i find this a good aspect of the game i also like the progression of edward i enjoyed comparing him to other assassins in past games overall i would rate this game and 8 .5/10 and i would 100 buy,2021-05-30 09:31:24,True,1,0,0.5161290764808654,0,True,False,False
0,28,751,0,751,2020-02-29 18:32:47,"[h1] 3 inches of blood ""sing-a-long"" [/h1] [i]duet. a partner is recommended [/i] [b]song[/b]: fear on the bridge (upon the boiling sea i [b]duration[/b]: 3m 14sec [b]album[/b]: advance and vanquish [b]lyrics[/b]___________________________________________________ [i][harsh][/i]:aaaaaaaaarrrrggghhhhooooo [i][harsh][/i]:behold a speeding shape [i][harsh][/i]:a ship upon the waves [i][harsh][/i]:racing swift as death torment from the pits of hell in seas where pirates dwell the armada sets its course shadowed by skull and cross -boned force the crow 's nest spots the flag the captain 's plans have hit a snag with your lives defend the gold in a fire fight yet to unfold opposing ships steered side by side fear on the bridge is realized cannons blaze in wood they blast the spanish ship is sinking fast raiders board the ship [i][harsh][/i]:plunder all their fold as they 're lunging for the kill [i][harsh][/i]:their riches will be ours take no prisoners [i][harsh][/i]:leave no man alive for the ransacking awaits [i][harsh][/i]:the decks awash with blood fight to the death [i][together][/i]:there is no other way honour will say [i][harsh][/i]:kill that captains duel on the plank when all are dead and all is won there 's riches here to steal bodies scattered by the waves for sharks do make their meal in [i][together][/i]: flesh [x2] rain begins to fall [i][harsh][/i]:their fold becomes our wealth [i][harsh][/i]:as they sink into the sea [i][harsh][/i]:no mercy for the rich [i][harsh][/i]:we wash their blood [i][harsh][/i]:from our bounty gold [i][harsh][/i]:we feast tonight we 're heading due west for the secret island port the plunder divides but give a piece to the sea [i][harsh][/i]:sea to the sea when madness of the fever grips and greed is taking hold nothing can ever cure your thirst except for rum and gold [i][together][/i]:nothing can quench the thirst except for rum and gold [x2] sauces http ://www.darklyrics.com/lyrics/3inchesofblood/advanceandvanquish.html#1 drinking rum before noon does not make you an alcoholic but rather it makes you a pirate the platforming is even jankier than the previous titles but maybe it 's just because your character is accustomed to the rough seas idunno [spoiler]not for christian youths [/spoiler]",2020-02-29 19:11:45,True,0,0,0.0,0,True,False,False
1836,29,1184,0,405,2023-07-28 00:20:09,one of the best ac games and one best pirate games,2022-10-03 13:40:04,True,0,0,0.0,0,True,False,False
36,1,1664,0,780,2021-07-27 18:20:18,solid game,2020-04-02 22:27:07,True,0,0,0.0,0,True,False,False
2933,258,1468,0,1214,2016-03-06 08:23:30,"best pirate game since sid meier 's pirates (newer version i normally dislike the ""collect stupid collectables aspect of the ass creed games but this one has one that i will look for sea shanties what do you do with a drunken sailor",2016-06-21 15:20:58,True,1,1,0.5283018946647644,0,True,False,False
0,5,5678,0,242,2022-10-29 00:48:14,i bought this game with great anticipation to play it after hours of trying to figure out why it crashes on start up i have given up ubisoft has the worst technical support page i have ever seen i have had zero luck getting any help what so ever i would love a refund for this but unfortunatelyi know this wont happen i am hearby never buying another game from ubisoft again sincerely a very annoyed and dissatisfied customer,2014-04-02 04:41:07,False,1,0,0.481751799583435,0,True,False,False
1373,81,5322,0,5118,2014-01-18 19:26:41,this game has a lot going for it you play as a pirate of the caribbean who doesn 't really fit in with the assassins or templars he basically just does what he wants and what he wants is money and gold you command a ship around in a big open world with hardly any loading one of the things that i was amazed by is how you can essentially stop sailing a ship jump into the ocean swim to islands and continue playing on foot with the standard assassin 's creed gameplay fast travel has been improved greatly this game and is pretty much necessary as everything is so spread out one of the great things is each of the synchronization points become fast travel points and you can go to them immediately through the map menu you don 't have to go to a fast travel point to fast travel hunting and crafting makes its return and it 's way more fun they got rid of setting traps and bait instead you just shoot the animal with your gun and it 's over with sword play is essentially the same as before gun play has changed from the previous games i believe you can now control where you aim instead of auto locking if you 're a fan of assassin 's creed and sid meier 's pirates you will enjoy this game,2014-01-09 03:40:11,True,2,0,0.4712320268154144,0,True,False,False
0,23,8544,0,7204,2015-02-28 21:54:49,"nowhere near as good as ac1 or ac2 sub -par plot lots of graphical bugs that never got fixed better than ac3 this game has made me give up on the ac series which is a shame they had something innovative and fun with ac1 and ac2 then just beat it to death weak plots buggy code and a ""more of the same feeling being a pirate was the best part of the game rating 3 /5",2015-06-27 03:57:43,True,0,0,0.4672897160053253,0,True,False,False
321,108,2513,0,2513,2017-11-04 22:24:48,definitely one the better assassin 's creeds bit late to review lmao but i figured id give it thumbs up if anyone 's looking to get into the series being pretty much standalone its good first game to play,2019-12-26 08:20:42,True,0,0,0.0,0,False,True,False
355,3,5956,0,2016,2023-08-09 21:47:29,fucking masterpiece,2020-08-19 22:11:29,True,0,0,0.0,0,True,False,False
729,8,2824,0,520,2018-10-16 11:29:34,"the ingame qr codes are not scannable using your real life phone 1 /10, would recommend",2013-11-27 05:48:09,True,1,1,0.5024875402450562,0,True,False,False
254,3,5676,0,5676,2014-12-17 00:26:39,pretty boring tbh most of my hours was me just running around finding the collectables which were extremely unrewarding the ship combat is fun but gets repetitive and boring really fast multiplayer is dead which was heartbreaking as it was what i was looking forward to when i bought this,2014-12-22 06:37:21,False,4,0,0.5157890915870667,0,True,False,False
0,2,2355,0,2355,2023-04-23 11:48:21,best ac game i have ever played,2023-04-23 11:52:15,True,0,0,0.0,0,True,False,False
0,6,4966,543,3255,2023-08-28 00:20:12,this is one of the top ac games for me there were issues recently with full screen and few other things caused by an update but they patched the game back to normal,2023-07-18 18:23:02,True,0,0,0.5253204107284545,0,True,False,False
0,1,4247,0,3179,2022-11-24 02:20:38,down bad for half the characters lol,2022-07-20 21:53:01,True,0,0,0.0,0,True,False,False
147,14,8291,0,2983,2020-10-12 05:38:23,its a fun open world games but a dispointed story,2016-04-18 16:00:39,True,2,0,0.5375375151634216,0,True,False,False
0,1,10007,0,8865,2023-07-06 10:16:10,superb story really emotional,2021-04-18 15:25:27,True,0,0,0.0,0,True,False,False
77,12,923,0,923,2023-06-12 22:35:39,this game just like                        ,2023-06-12 22:36:26,True,3,0,0.5477386713027954,0,True,False,False
0,2,7755,0,3527,2022-12-14 02:42:11,incredible game with breathtaking oceans fun sea shanties and rum -loving pirates overall my favorite assassin 's creed game yet,2022-11-26 16:17:45,True,0,0,0.0,0,True,False,False
0,7,846,0,392,2021-02-16 20:53:49,i 'm loving it,2021-02-16 13:21:25,True,0,0,0.0,0,True,False,False
1081,1,1056,0,321,2023-03-19 14:48:32,one of the best assassins creeds going love it,2019-12-17 21:09:26,True,0,0,0.0,0,True,False,False
0,1,19080,0,578,2023-08-05 08:00:27,"after 60 hours of playing ,it is safe to say this may be one of my favourite games in existence simply fun and there is always something to do such as hunting ,sinking ships ,etc story is good and at points made me sad such when a certain character died if you want to try assassins creed ,try this one since i am sure that you will have a good time",2022-10-07 18:42:39,True,1,0,0.0,0,True,False,False
0,19,283,0,203,2018-01-15 16:42:30,game was fun (from what i played of it the pc version is borked get it on console,2016-08-07 05:25:34,False,0,0,0.0,0,True,False,False
1243,30,4028,0,4028,2022-08-03 03:32:59,may the father of understanding guide you,2022-10-11 21:46:55,True,0,0,0.0,0,True,False,False
563,49,1042,0,748,2023-07-05 20:38:56,yes,2023-01-09 23:26:35,True,0,0,0.0,0,True,False,False
0,34,1305,0,1165,2017-10-02 19:08:30,lit,2016-08-13 03:20:27,True,0,0,0.0,0,True,False,False
0,2,33,0,33,2021-12-15 04:30:01,literally fucking unplayable tried everything getting it to even start up windows 95 compatibility mode finally launched stutters harder than https ://www.youtube.com/watch?v=iu8kg3fa87s fuck ubisoft their drm u -play integration crap,2021-12-15 04:40:36,False,3,0,0.4816157519817352,0,True,False,False
81,12,3402,0,3402,2022-08-23 18:27:45,this is awesome game there should be more games like this especially related to pirates yarr,2022-08-28 01:57:11,True,0,0,0.0,0,True,False,False
0,2,26,0,26,2017-09-28 13:49:19,"couldn `t even start the game because uplay doesn `t work tried several times because i really wanted to play this game didn `t work refunded don `t bother if you see ""uplay"", just move along",2017-09-28 13:53:55,False,7,0,0.427867978811264,1,True,False,False
0,1,54625,0,54589,2021-05-28 05:05:14,great game hours of fun,2021-05-28 04:27:46,True,0,0,0.4949062168598175,0,False,False,False
11,2,4605,0,3231,2022-06-16 20:41:06,great gameplay great graphics and an amazing story,2021-06-12 23:49:01,True,0,0,0.0,0,True,False,False
0,29,3366,0,3366,2016-09-12 17:22:26,a bootleggers dream,2020-01-22 17:31:33,True,0,0,0.0,0,True,False,False
0,2,2905,0,2812,2022-06-12 16:06:30,,2022-05-18 21:18:09,True,0,0,0.4901960790157318,0,True,False,False
0,15,8647,0,3932,2020-04-20 00:06:09,awesome game but no cloud save support also fuck you ubisoft and fuck nfts,2017-02-13 04:26:47,False,0,0,0.413448691368103,0,True,False,False
0,1,2556,0,2540,2023-07-16 18:26:05,best pirate game ever made as of 7 /9/2023.,2023-07-09 15:39:06,True,0,0,0.0,0,True,False,False
0,2,1649,0,1076,2022-06-23 19:55:10,it good,2020-07-11 02:32:39,True,0,0,0.0,0,True,False,False
296,9,3681,0,619,2023-03-29 23:43:01,best assassins creed imo,2016-01-12 23:26:44,True,0,0,0.0,1,True,False,False
212,6,12320,0,8373,2023-06-05 19:11:19,nothing i can say that you won 't have heard about already most likely but even so this is easily the best entry in the assassin 's creed series and it 's all thanks to assassin 's creed iii after the preliminary attempted foray into sailing mechanics that briefly appeared in iii black flag refines them and then builds over half the game around them and it 's brilliant one can lose absolutely hours just sailing around with your crew looting other boats listening to your men sing shanties in a replacement for most open -world games car radios and exploring for treasure the standard assassin 's creed gameplay is also still here also a little more refined than previous entries though arguably to the point of absurdity with how much certain items completely cheese every stealth mission the blowgun is a neat idea but berserk darts once you unlock them early in the story make stealth encounters trivially easy as not only are they completely silent with a very large range but in addition to causing your target to potentially kill his allies he will die from poison once the timer runs out and it will incur no form of suspicion detection or anything to actually break stealth otherwise it 's everything you could expect from an assassin 's creed game the bright spot of this game is just being able to truly roleplay a piratey life if you 've ever seen /played sid meier 's pirates then this game feels like it grafted most of pirates !'s gameplay straight onto a normal assassin 's creed adventure and it 's glorious fun,2022-04-05 12:46:01,True,0,0,0.0,0,True,False,False
0,13,1214,0,1159,2023-02-04 18:42:38,ubi bad,2022-11-25 03:43:29,False,3,0,0.5011183619499207,0,True,False,False
165,13,4004,0,3408,2023-04-16 04:30:29,in my opinion it 's the best assassin 's creed game 9 .6/10 pros -not a modern ubisoft game -ships cons -no tank mods,2022-03-29 16:22:09,True,0,0,0.0,0,True,False,False
0,35,2670,0,309,2017-12-24 22:15:56,best game of the series,2015-12-29 06:26:31,True,0,0,0.0,0,True,False,False
0,3,4941,0,1383,2023-08-15 18:24:04,you can kill the british,2023-07-02 17:55:25,True,2,0,0.5157911777496337,0,True,False,False
0,3,9,0,9,2018-03-31 18:35:49,its e fun game and if you know all the backstory of all ships then its a real fun game,2018-03-31 11:01:28,True,0,0,0.0,0,True,True,False
0,17,4315,0,4249,2014-11-27 19:54:28,at first i wasn 't very fond of this game i didn 't ike the whole pirate concept because i just didn 't think sailing around would be that fun ...man i was wrong this game is fillied with so much to do from infiltrating forts to destroying and boarding ships finding artrifacts to unlock new and unique armour stealthly taking out assassination targets hunting enjoying the improved and incredibl fluid freerunning going underwater into hidden caves building your own fleet and much more the combat may be easy but still very satifisying stealth in this game is challenging and fun when pulled off right this game is probably the 2nd best assassins creed game out there after 2 worth the buy,2014-09-14 10:28:37,True,2,0,0.5042493343353271,0,False,False,False
79,1,26,0,26,2015-11-28 16:51:04,good game,2020-04-21 18:03:21,True,0,0,0.0,0,False,False,False
0,6,6148,0,5618,2021-04-26 00:01:46,the one time assassin 's creed really delivered an enjoyable game by being a game not about assassins turn 's out swashbuckling and sailing the seas beats slowly walking on rooftops,2019-07-02 18:15:32,True,0,0,0.0,0,True,False,False
313,8,2407,0,2377,2021-05-19 00:41:19,leave her johnny ,2021-05-17 02:28:07,True,0,0,0.4689174890518188,0,True,False,False
0,8,4766,0,4045,2017-03-11 19:15:26,not enough squirrels but lots of pirates,2016-11-24 02:52:13,True,0,0,0.0,0,True,False,False
0,10,1879,0,1879,2018-04-21 10:17:46,my all time favourite game it ticks every box perfection masterpiece,2021-01-09 14:27:49,True,0,0,0.0,0,True,False,False
34,9,4166,0,3599,2022-08-15 16:05:13,yes,2021-06-26 18:49:22,True,1,0,0.5238095521926879,0,True,False,False
0,13,2237,0,2010,2021-08-19 15:39:07,you can sail against the wind u have autoloaders your crew is doing nothing youre having <53 cannons buy naval action its muc better in terms of sailing and naval combat 0 /10,2016-12-30 23:07:28,False,1,0,0.4561925530433654,0,True,False,False
253,10,2751,0,1298,2020-02-27 03:12:31,the game is fantastic,2020-02-07 17:46:01,True,1,0,0.0,0,True,False,False
0,12,9747,0,9747,2020-02-09 13:44:30,as pirate games go there is none better in my opinion great storyline and feel,2020-02-09 14:19:24,True,0,0,0.0,0,True,False,False
0,14,3927,0,2636,2023-07-13 03:04:28,very nostalgic and still holds up today,2023-07-07 19:13:19,True,0,0,0.0,0,True,False,False
0,3,5169,0,4368,2023-08-01 06:54:06,wanna see where the apple of apples is i found it abstergo i highly recommend this game,2023-07-11 18:03:21,False,1,0,0.500726580619812,0,True,False,False
0,1,15137,0,15137,2019-06-18 05:45:11,its good,2020-05-06 04:51:41,True,0,0,0.0,0,True,False,False
0,1,2369,0,2319,2014-12-07 04:57:17,8 /10 enjoyable especially if you are a fan of the series as for me in seemed to get that repetative grind feel after awhile don 't let that dissuade you though it is very fun addicting and completey worth it if you can catch it on a bargin,2015-01-30 06:56:49,True,1,0,0.5238095521926879,0,True,False,False
218,71,4131,0,3970,2019-05-31 02:36:34,i have had a break since i have been re -playing through the assassin 's creed series i felt like a break was good because of how monotonous the layout seemed to get the more and more you played the previous installments back to back i would say the break did me good and coming back to this game it was simply amazing the controls felt a little more responsive but there is always difficulties it seems edward seems to wander sometimes and does not exactly follow what i 'm doing but everything else about this game has blown me away it is like they took the side quests of ship combat from assassin 's creed iii and made it an entire game along with the bonus of connor 's grandfather being a savage pirate assassin i absolutely enjoyed the jackdaw i will never get tired of coming back to this game just to shoot down a few ships the sea shanties are easily my favorite detail they added and makes me never want to fast travel edward 's character ark i loved and this game just felt so much more refreshing than the previous installments i would say this is one of my favorite games of all time and i actually really enjoyed playing it one of my favorites so far 9 /10,2019-05-24 22:03:10,True,5,2,0.5471296310424804,0,True,False,False
129,9,3109,0,3102,2019-07-15 11:34:50,very nice,2019-07-07 16:45:02,True,0,0,0.0,0,True,False,False
26,14,4120,0,3791,2020-11-27 01:14:31,its a good game,2019-12-22 01:42:10,True,0,0,0.0,0,True,False,False
